,day_counter,0,1,2,3,4,5
2011-05-11,495,89,8,,,,
2011-05-12,496,89,8,,,,
2011-05-13,497,89,8,,,,
2011-05-14,498,87,8,,,,
2011-05-15,499,87,8,,,,
2011-05-16,500,89,8,,,,
2011-05-17,501,89,8,,,,
2011-05-18,502,89,8,,,,
2011-05-19,503,89,8,,,,
2011-05-20,504,87,10,,,,
2011-05-21,505,87,10,,,,
2011-05-22,506,88,10,,,,
2011-05-23,507,88,10,,,,
2011-05-24,508,90,10,,,,
2011-05-25,509,90,10,,,,
2011-05-26,510,90,10,,,,
2011-05-27,511,89,10,,,,
2011-05-28,512,89,10,,,,
2011-05-29,513,89,10,,,,
2011-05-30,514,89,10,,,,
2011-05-31,515,88,10,,,,
2011-06-01,516,88,10,,,,
2011-06-02,517,88,8,,,,
2011-06-03,518,87,8,,,,
2011-06-04,519,87,8,,,,
2011-06-05,520,87,8,,,,
2011-06-06,521,86,8,,,,
2011-06-07,522,87,8,,,,
2011-06-08,523,87,8,,,,
2011-06-09,524,88,8,,,,
2011-06-10,525,89,8,,,,
2011-06-11,526,88,8,,,,
2011-06-12,527,88,8,,,,
2011-06-13,528,88,8,,,,
2011-06-14,529,88,8,,,,
2011-06-15,530,87,8,,,,
2011-06-16,531,87,8,,,,
2011-06-17,532,87,8,,,,
2011-06-18,533,88,8,,,,
2011-06-19,534,88,8,,,,
2011-06-20,535,88,8,,,,
2011-06-21,536,89,8,,,,
2011-06-22,537,89,8,,,,
2011-06-23,538,89,8,,,,
2011-06-24,539,89,8,,,,
2011-06-25,540,90,8,,,,
2011-06-26,541,90,8,,,,
2011-06-27,542,90,8,,,,
2011-06-28,543,90,8,,,,
2011-06-29,544,91,8,,,,
2011-06-30,545,91,8,,,,
2011-07-01,546,91,8,,,,
2011-07-02,547,90,9,,,,
2011-07-03,548,90,9,,,,
2011-07-04,549,90,9,,,,
2011-07-05,550,90,9,,,,
2011-07-06,551,90,9,,,,
2011-07-07,552,90,9,,,,
2011-07-08,553,90,9,,,,
2011-07-09,554,90,9,,,,
2011-07-10,555,90,9,,,,
2011-07-11,556,90,9,,,,
2011-07-12,557,90,7,,,,
2011-07-13,558,90,7,,,,
2011-07-14,559,90,7,,,,
2011-07-15,560,91,7,,,,
2011-07-16,561,91,7,,,,
2011-07-17,562,91,7,,,,
2011-07-18,563,92,7,,,,
2011-07-19,564,93,7,,,,
2011-07-20,565,93,7,,,,
2011-07-21,566,93,7,,,,
2011-07-22,567,93,7,,,,
2011-07-23,568,93,7,,,,
2011-07-24,569,94,7,,,,
2011-07-25,570,94,7,,,,
2011-07-26,571,93,7,,,,
2011-07-27,572,92,7,,,,
2011-07-28,573,92,7,,,,
2011-07-29,574,95,4,,,,
2011-07-30,575,95,4,,,,
2011-07-31,576,95,4,,,,
2011-08-01,577,95,4,,,,
2011-08-02,578,95,4,,,,
2011-08-03,579,94,4,,,,
2011-08-04,580,94,4,,,,
2011-08-05,581,94,4,,,,
2011-08-06,582,94,4,,,,
2011-08-07,583,94,4,,,,
2011-08-08,584,94,4,,,,
2011-08-09,585,94,4,,,,
2011-08-10,586,94,4,,,,
2011-08-11,587,93,4,,,,
2011-08-12,588,93,4,,,,
2011-08-13,589,93,4,,,,
2011-08-14,590,93,4,,,,
2011-08-15,591,93,4,,,,
2011-08-16,592,92,4,,,,
2011-08-17,593,92,4,,,,
2011-08-18,594,91,4,,,,
2011-08-19,595,92,4,,,,
2011-08-20,596,92,4,,,,
2011-08-21,597,93,4,,,,
2011-08-22,598,93,4,,,,
2011-08-23,599,93,4,,,,
2011-08-24,600,96,2,,,,
2011-08-25,601,96,2,,,,
2011-08-26,602,95,4,,,,
2011-08-27,603,96,4,,,,
2011-08-28,604,96,4,,,,
2011-08-29,605,97,4,,,,
2011-08-30,606,98,4,,,,
2011-08-31,607,98,4,,,,
2011-09-01,608,97,4,,,,
2011-09-02,609,96,4,,,,
2011-09-03,610,94,4,,,,
2011-09-04,611,95,4,,,,
2011-09-05,612,94,4,,,,
2011-09-06,613,94,4,,,,
