,day_counter,0,1,2,3,4
2011-01-09,373,180,,,,
2011-01-10,374,180,,,,
2011-01-11,375,180,,,,
2011-01-12,376,182,,,,
2011-01-13,377,183,,,,
2011-01-14,378,184,,,,
2011-01-15,379,184,,,,
2011-01-16,380,184,,,,
2011-01-17,381,183,,,,
2011-01-18,382,183,,,,
2011-01-19,383,184,,,,
2011-01-20,384,185,,,,
2011-01-21,385,185,,,,
2011-01-22,386,185,,,,
2011-01-23,387,185,,,,
2011-01-24,388,184,,,,
2011-01-25,389,184,,,,
2011-01-26,390,183,,,,
2011-01-27,391,181,2,,,
2011-01-28,392,182,2,,,
2011-01-29,393,182,2,,,
2011-01-30,394,182,2,,,
2011-01-31,395,183,2,,,
2011-02-01,396,184,2,,,
2011-02-02,397,186,2,,,
2011-02-03,398,185,2,,,
2011-02-04,399,186,2,,,
2011-02-05,400,187,,,,
2011-02-06,401,187,,,,
2011-02-07,402,187,,,,
2011-02-08,403,187,,,,
2011-02-09,404,187,,,,
2011-02-10,405,187,,,,
2011-02-11,406,187,,,,
2011-02-12,407,188,,,,
2011-02-13,408,189,,,,
2011-02-14,409,189,,,,
2011-02-15,410,189,,,,
2011-02-16,411,189,,,,
2011-02-17,412,189,,,,
2011-02-18,413,189,,,,
2011-02-19,414,189,,,,
2011-02-20,415,189,,,,
2011-02-21,416,189,,,,
2011-02-22,417,189,,,,
2011-02-23,418,189,,,,
2011-02-24,419,190,,,,
2011-02-25,420,190,,,,
2011-02-26,421,191,,,,
2011-02-27,422,191,,,,
2011-02-28,423,191,,,,
2011-03-01,424,191,,,,
2011-03-02,425,191,,,,
2011-03-03,426,191,,,,
2011-03-04,427,192,2,,,
2011-03-05,428,192,2,,,
2011-03-06,429,194,2,,,
2011-03-07,430,194,2,,,
2011-03-08,431,194,2,,,
2011-03-09,432,195,2,,,
2011-03-10,433,196,2,,,
2011-03-11,434,196,2,,,
2011-03-12,435,197,2,,,
2011-03-13,436,197,2,,,
2011-03-14,437,198,2,,,
2011-03-15,438,198,2,,,
2011-03-16,439,197,3,,,
2011-03-17,440,197,3,,,
2011-03-18,441,198,3,,,
2011-03-19,442,198,3,,,
2011-03-20,443,198,3,,,
2011-03-21,444,199,3,,,
2011-03-22,445,199,3,,,
2011-03-23,446,199,3,,,
2011-03-24,447,201,3,,,
2011-03-25,448,201,3,,,
2011-03-26,449,202,2,,,
2011-03-27,450,205,,,,
2011-03-28,451,205,,,,
2011-03-29,452,208,,,,
2011-03-30,453,210,,,,
2011-03-31,454,211,,,,
2011-04-01,455,211,,,,
2011-04-02,456,211,,,,
2011-04-03,457,211,,,,
2011-04-04,458,211,,,,
2011-04-05,459,212,,,,
2011-04-06,460,213,,,,
2011-04-07,461,213,,,,
2011-04-08,462,213,,,,
2011-04-09,463,213,,,,
2011-04-10,464,214,,,,
2011-04-11,465,215,,,,
2011-04-12,466,214,,,,
2011-04-13,467,214,,,,
2011-04-14,468,214,,,,
2011-04-15,469,215,,,,
2011-04-16,470,215,,,,
2011-04-17,471,215,,,,
2011-04-18,472,215,,,,
2011-04-19,473,215,,,,
2011-04-20,474,215,,,,
2011-04-21,475,215,,,,
2011-04-22,476,215,,,,
2011-04-23,477,215,,,,
2011-04-24,478,215,,,,
2011-04-25,479,215,2,,,
2011-04-26,480,215,2,,,
2011-04-27,481,214,4,,,
2011-04-28,482,215,4,,,
2011-04-29,483,217,4,,,
2011-04-30,484,217,4,,,
2011-05-01,485,217,4,,,
2011-05-02,486,217,4,,,
2011-05-03,487,218,4,,,
2011-05-04,488,219,4,,,
2011-05-05,489,221,4,,,
2011-05-06,490,222,4,,,
2011-05-07,491,224,4,,,
2011-05-08,492,224,4,,,
2011-05-09,493,224,4,,,
2011-05-10,494,226,4,,,
2011-05-11,495,230,4,,,
2011-05-12,496,230,4,,,
2011-05-13,497,230,4,,,
2011-05-14,498,231,2,,,
2011-05-15,499,231,2,,,
2011-05-16,500,233,2,,,
2011-05-17,501,233,2,,,
2011-05-18,502,233,2,,,
2011-05-19,503,233,2,,,
2011-05-20,504,232,4,,,
2011-05-21,505,232,4,,,
2011-05-22,506,233,4,,,
2011-05-23,507,231,6,,,
2011-05-24,508,232,7,,,
2011-05-25,509,232,7,,,
2011-05-26,510,232,7,,,
2011-05-27,511,232,7,,,
2011-05-28,512,232,7,,,
2011-05-29,513,232,7,,,
2011-05-30,514,233,7,,,
2011-05-31,515,233,7,,,
2011-06-01,516,233,7,,,
2011-06-02,517,232,8,,,
2011-06-03,518,232,8,,,
2011-06-04,519,232,8,,,
2011-06-05,520,232,8,,,
2011-06-06,521,234,6,,,
2011-06-07,522,235,5,,,
2011-06-08,523,235,5,,,
2011-06-09,524,237,2,,,
2011-06-10,525,238,2,,,
2011-06-11,526,238,2,,,
2011-06-12,527,238,2,,,
2011-06-13,528,238,2,,,
2011-06-14,529,238,2,,,
2011-06-15,530,240,,,,
2011-06-16,531,241,,,,
2011-06-17,532,241,,,,
2011-06-18,533,242,,,,
2011-06-19,534,242,,,,
2011-06-20,535,243,,,,
2011-06-21,536,245,,,,
2011-06-22,537,245,,,,
2011-06-23,538,245,,,,
2011-06-24,539,245,,,,
2011-06-25,540,246,,,,
2011-06-26,541,246,,,,
2011-06-27,542,246,,,,
2011-06-28,543,248,,,,
2011-06-29,544,249,,,,
2011-06-30,545,249,,,,
2011-07-01,546,249,,,,
2011-07-02,547,250,,,,
2011-07-03,548,250,,,,
2011-07-04,549,250,,,,
2011-07-05,550,250,,,,
2011-07-06,551,248,2,,,
2011-07-07,552,248,2,,,
2011-07-08,553,248,2,,,
2011-07-09,554,248,2,,,
2011-07-10,555,248,2,,,
2011-07-11,556,248,2,,,
2011-07-12,557,247,2,,,
2011-07-13,558,248,2,,,
2011-07-14,559,248,2,,,
2011-07-15,560,250,,,,
2011-07-16,561,252,,,,
2011-07-17,562,252,,,,
2011-07-18,563,253,,,,
2011-07-19,564,255,,,,
2011-07-20,565,255,,,,
2011-07-21,566,255,,,,
2011-07-22,567,255,,,,
2011-07-23,568,255,,,,
2011-07-24,569,257,,,,
2011-07-25,570,258,,,,
2011-07-26,571,259,,,,
2011-07-27,572,259,,,,
2011-07-28,573,259,,,,
2011-07-29,574,261,,,,
2011-07-30,575,261,,,,
2011-07-31,576,261,,,,
2011-08-01,577,261,,,,
2011-08-02,578,261,,,,
2011-08-03,579,261,,,,
2011-08-04,580,261,,,,
2011-08-05,581,261,,,,
2011-08-06,582,261,,,,
2011-08-07,583,261,,,,
2011-08-08,584,261,,,,
2011-08-09,585,261,,,,
2011-08-10,586,261,,,,
2011-08-11,587,261,,,,
2011-08-12,588,261,,,,
2011-08-13,589,261,,,,
